Housing type,Energy performance,Heating energy,Occupancy status,Income owner,Income tenant,Stock buildings
Single-family,B,Electricity,Privately rented,D10,D6,968.2108021020023
Single-family,B,Electricity,Privately rented,D2,D6,132.6131716159211
Single-family,B,Electricity,Privately rented,D3,D6,173.17898339844402
Single-family,B,Electricity,Privately rented,D4,D6,242.93595381512895
Single-family,B,Electricity,Privately rented,D5,D6,258.32004522622424
Single-family,B,Electricity,Privately rented,D6,D6,301.6336367708334
Single-family,B,Electricity,Privately rented,D7,D6,377.4521326925152
Single-family,B,Electricity,Privately rented,D8,D6,476.42425137277843
Single-family,B,Electricity,Privately rented,D9,D6,665.4518410570452
Multi-family,B,Electricity,Privately rented,D1,D7,237.77293965296244
Multi-family,B,Electricity,Privately rented,D10,D7,3986.4314587454164
Multi-family,B,Electricity,Privately rented,D2,D7,168.23135916505865
Multi-family,B,Electricity,Privately rented,D3,D7,227.70074684918004
Multi-family,B,Electricity,Privately rented,D4,D7,288.17208428433696
Multi-family,B,Electricity,Privately rented,D5,D7,439.10682025280823
Multi-family,B,Electricity,Privately rented,D6,D7,596.8716846868115
Multi-family,B,Electricity,Privately rented,D7,D7,847.3903079610942
Multi-family,B,Electricity,Privately rented,D8,D7,1095.9907034501437
Multi-family,B,Electricity,Privately rented,D9,D7,1935.3556749521883
Single-family,B,Electricity,Privately rented,D1,D7,115.627099122934
Single-family,B,Electricity,Privately rented,D10,D7,981.0732409090065
Single-family,B,Electricity,Privately rented,D2,D7,100.6481207526814
Single-family,B,Electricity,Privately rented,D3,D7,127.5103279771733
Single-family,B,Electricity,Privately rented,D4,D7,170.98509895213843
Single-family,B,Electricity,Privately rented,D5,D7,245.23041493768227
Single-family,B,Electricity,Privately rented,D6,D7,298.26654574352267
Single-family,B,Electricity,Privately rented,D7,D7,352.6083551812705
Single-family,B,Electricity,Privately rented,D8,D7,426.27915491721507
Single-family,B,Electricity,Privately rented,D9,D7,603.0060845063754
Multi-family,B,Electricity,Privately rented,D1,D8,324.1380303900746
Multi-family,B,Electricity,Privately rented,D10,D8,4263.847074858566
Multi-family,B,Electricity,Privately rented,D2,D8,149.82311387834292
Multi-family,B,Electricity,Privately rented,D3,D8,207.14036745320382
Multi-family,B,Electricity,Privately rented,D4,D8,257.03116861598414
Multi-family,B,Electricity,Privately rented,D5,D8,274.76079037101863
Multi-family,B,Electricity,Privately rented,D6,D8,423.47232426788946
Multi-family,B,Electricity,Privately rented,D7,D8,707.1841786601709
Multi-family,B,Electricity,Privately rented,D8,D8,1072.894377051045
Multi-family,B,Electricity,Privately rented,D9,D8,1781.9572644537045
Single-family,B,Electricity,Privately rented,D1,D8,65.53914619347134
Single-family,B,Electricity,Privately rented,D10,D8,828.4090776795244
Single-family,B,Electricity,Privately rented,D2,D8,81.8010019548936
Single-family,B,Electricity,Privately rented,D3,D8,113.84749004742528
Single-family,B,Electricity,Privately rented,D4,D8,120.94838392477484
Single-family,B,Electricity,Privately rented,D5,D8,167.95164469105381
Single-family,B,Electricity,Privately rented,D6,D8,229.12742686503978
Single-family,B,Electricity,Privately rented,D7,D8,304.49540645791353
Single-family,B,Electricity,Privately rented,D8,D8,394.70250570780206
Single-family,B,Electricity,Privately rented,D9,D8,510.1792394781013
Multi-family,B,Electricity,Privately rented,D1,D9,252.5017327607389
Multi-family,B,Electricity,Privately rented,D10,D9,4110.816272368143
Multi-family,B,Electricity,Privately rented,D2,D9,142.77108158640794
Multi-family,B,Electricity,Privately rented,D3,D9,179.6471337003856
Multi-family,B,Electricity,Privately rented,D4,D9,160.37038397146696
Multi-family,B,Electricity,Privately rented,D5,D9,227.04934716220302
Multi-family,B,Electricity,Privately rented,D6,D9,371.99487863431574
Multi-family,B,Electricity,Privately rented,D7,D9,541.4364533570906
Multi-family,B,Electricity,Privately rented,D8,D9,821.3084565321263
Multi-family,B,Electricity,Privately rented,D9,D9,1505.6475879271213
Single-family,B,Electricity,Privately rented,D1,D9,86.08321331158358
Single-family,B,Electricity,Privately rented,D10,D9,1038.4158748291682
Single-family,B,Electricity,Privately rented,D2,D9,97.96507546187631
Single-family,B,Electricity,Privately rented,D3,D9,121.23572528196785
Single-family,B,Electricity,Privately rented,D4,D9,105.66793207660001
Single-family,B,Electricity,Privately rented,D5,D9,137.2758027496788
Single-family,B,Electricity,Privately rented,D6,D9,227.63159161805999
Single-family,B,Electricity,Privately rented,D7,D9,285.57618749007327
Single-family,B,Electricity,Privately rented,D8,D9,388.6883263412368
Single-family,B,Electricity,Privately rented,D9,D9,600.4090378397553
Multi-family,B,Electricity,Privately rented,D1,D10,211.81762483613124
Multi-family,B,Electricity,Privately rented,D10,D10,3397.4663965966256
Multi-family,B,Electricity,Privately rented,D2,D10,106.33389047688594
Multi-family,B,Electricity,Privately rented,D3,D10,84.44781078276124
Multi-family,B,Electricity,Privately rented,D4,D10,108.55845014852268
Multi-family,B,Electricity,Privately rented,D5,D10,169.8789841323392
Multi-family,B,Electricity,Privately rented,D6,D10,230.32728846205262
Multi-family,B,Electricity,Privately rented,D7,D10,322.4436587545516
Multi-family,B,Electricity,Privately rented,D8,D10,501.4779705644633
Multi-family,B,Electricity,Privately rented,D9,D10,926.6656812456663
Single-family,B,Electricity,Privately rented,D1,D10,104.78256092816856
Single-family,B,Electricity,Privately rented,D10,D10,1297.860430648834
Single-family,B,Electricity,Privately rented,D2,D10,69.97612851440971
Single-family,B,Electricity,Privately rented,D3,D10,74.92827026131985
Single-family,B,Electricity,Privately rented,D4,D10,85.8269542395664
Single-family,B,Electricity,Privately rented,D5,D10,96.6795172480623
Single-family,B,Electricity,Privately rented,D6,D10,120.06200452343684
Single-family,B,Electricity,Privately rented,D7,D10,163.50491391379745
Single-family,B,Electricity,Privately rented,D8,D10,298.18125974584325
Single-family,B,Electricity,Privately rented,D9,D10,518.8752669765619
Multi-family,B,Natural gas,Privately rented,D1,D1,742.9259886423208
Multi-family,B,Natural gas,Privately rented,D10,D1,4706.534978008327
Multi-family,B,Natural gas,Privately rented,D2,D1,631.2721481373036
Multi-family,B,Natural gas,Privately rented,D3,D1,670.9317409595362
Multi-family,B,Natural gas,Privately rented,D4,D1,658.499918861246
Multi-family,B,Natural gas,Privately rented,D5,D1,829.4884925578003
Multi-family,B,Natural gas,Privately rented,D6,D1,965.8922032520079
Multi-family,B,Natural gas,Privately rented,D7,D1,1314.302146078676
Multi-family,B,Natural gas,Privately rented,D8,D1,1720.944899449484
Multi-family,B,Natural gas,Privately rented,D9,D1,2624.721664053298
Single-family,B,Natural gas,Privately rented,D1,D1,165.1416730747616
Single-family,B,Natural gas,Privately rented,D10,D1,485.906623433649
Single-family,B,Natural gas,Privately rented,D2,D1,130.11580615007236
Single-family,B,Natural gas,Privately rented,D3,D1,164.16159897507836
Single-family,B,Natural gas,Privately rented,D4,D1,142.03472496212433
Single-family,B,Natural gas,Privately rented,D5,D1,160.7901101686303
Single-family,B,Natural gas,Privately rented,D6,D1,186.4968542943882
Single-family,B,Natural gas,Privately rented,D7,D1,189.44260592397904
Single-family,B,Natural gas,Privately rented,D8,D1,250.949918266913
Single-family,B,Natural gas,Privately rented,D9,D1,289.9370147504036
Multi-family,B,Natural gas,Privately rented,D1,D2,685.8892211428204
Multi-family,B,Natural gas,Privately rented,D10,D2,4320.316102220335
Multi-family,B,Natural gas,Privately rented,D2,D2,544.6022128116505
Multi-family,B,Natural gas,Privately rented,D3,D2,545.5743048284573
Multi-family,B,Natural gas,Privately rented,D4,D2,445.67724862725163
Multi-family,B,Natural gas,Privately rented,D5,D2,718.1015569549962
Multi-family,B,Natural gas,Privately rented,D6,D2,870.7922625742594
Multi-family,B,Natural gas,Privately rented,D7,D2,1073.0053947155784
Multi-family,B,Natural gas,Privately rented,D8,D2,1610.129916668377
Multi-family,B,Natural gas,Privately rented,D9,D2,2418.5771694562727
Single-family,B,Natural gas,Privately rented,D1,D2,193.27554698714516
Single-family,B,Natural gas,Privately rented,D10,D2,655.521839114613
Single-family,B,Natural gas,Privately rented,D2,D2,177.56068188957963
Single-family,B,Natural gas,Privately rented,D3,D2,135.12987094410187
Single-family,B,Natural gas,Privately rented,D4,D2,190.39869130670942
Single-family,B,Natural gas,Privately rented,D5,D2,217.42114316639257
Single-family,B,Natural gas,Privately rented,D6,D2,236.81892345123768
Single-family,B,Natural gas,Privately rented,D7,D2,292.47881330943034
Single-family,B,Natural gas,Privately rented,D8,D2,360.87469834193774
Single-family,B,Natural gas,Privately rented,D9,D2,485.9219024888526
Multi-family,B,Natural gas,Privately rented,D1,D3,479.3028083453055
Multi-family,B,Natural gas,Privately rented,D10,D3,4042.0853736709587
Multi-family,B,Natural gas,Privately rented,D2,D3,371.62823789331577
Multi-family,B,Natural gas,Privately rented,D3,D3,448.23156696572187
Multi-family,B,Natural gas,Privately rented,D4,D3,498.95800460512356
Multi-family,B,Natural gas,Privately rented,D5,D3,569.7440876649375
Multi-family,B,Natural gas,Privately rented,D6,D3,765.973320259244
Multi-family,B,Natural gas,Privately rented,D7,D3,1096.3183078078268
Multi-family,B,Natural gas,Privately rented,D8,D3,1325.748463104481
Multi-family,B,Natural gas,Privately rented,D9,D3,2305.820759683085
Single-family,B,Natural gas,Privately rented,D1,D3,129.16828297853326
Single-family,B,Natural gas,Privately rented,D10,D3,716.8494942602002
Single-family,B,Natural gas,Privately rented,D2,D3,160.8777778904205
Single-family,B,Natural gas,Privately rented,D3,D3,184.84759200485448
Single-family,B,Natural gas,Privately rented,D4,D3,136.77575499536752
Single-family,B,Natural gas,Privately rented,D5,D3,188.3446287380851
Single-family,B,Natural gas,Privately rented,D6,D3,199.14957983635563
Single-family,B,Natural gas,Privately rented,D7,D3,293.90787681139597
Single-family,B,Natural gas,Privately rented,D8,D3,353.0288840461428
Single-family,B,Natural gas,Privately rented,D9,D3,443.1386734386447
Multi-family,B,Natural gas,Privately rented,D1,D4,495.61191806511124
Multi-family,B,Natural gas,Privately rented,D10,D4,4542.837085077538
Multi-family,B,Natural gas,Privately rented,D2,D4,397.54826583021907
Multi-family,B,Natural gas,Privately rented,D3,D4,421.7551143845449
Multi-family,B,Natural gas,Privately rented,D4,D4,528.3435908318561
Multi-family,B,Natural gas,Privately rented,D5,D4,629.3284539841675
Multi-family,B,Natural gas,Privately rented,D6,D4,763.1677391509384
Multi-family,B,Natural gas,Privately rented,D7,D4,1065.5302775374969
Multi-family,B,Natural gas,Privately rented,D8,D4,1565.112513599697
Multi-family,B,Natural gas,Privately rented,D9,D4,2326.333131538431
Single-family,B,Natural gas,Privately rented,D1,D4,118.60869528167953
Single-family,B,Natural gas,Privately rented,D10,D4,773.0934844936957
Single-family,B,Natural gas,Privately rented,D2,D4,149.7461784623599
Single-family,B,Natural gas,Privately rented,D3,D4,211.46195589526582
Single-family,B,Natural gas,Privately rented,D4,D4,189.06510531240878
Single-family,B,Natural gas,Privately rented,D5,D4,189.8940813030988
Single-family,B,Natural gas,Privately rented,D6,D4,262.52813461920744
Single-family,B,Natural gas,Privately rented,D7,D4,293.0210570623738
Single-family,B,Natural gas,Privately rented,D8,D4,376.3805439207028
Single-family,B,Natural gas,Privately rented,D9,D4,520.9571446492077
Multi-family,B,Natural gas,Privately rented,D1,D5,434.53470158918486
Multi-family,B,Natural gas,Privately rented,D10,D5,4756.137696572093
Multi-family,B,Natural gas,Privately rented,D2,D5,401.25336217508726
Multi-family,B,Natural gas,Privately rented,D3,D5,329.92498752997824
Multi-family,B,Natural gas,Privately rented,D4,D5,546.3095063117374
Multi-family,B,Natural gas,Privately rented,D5,D5,778.7936617220857
Multi-family,B,Natural gas,Privately rented,D6,D5,729.7167172785586
Multi-family,B,Natural gas,Privately rented,D7,D5,1108.6170223090655
Multi-family,B,Natural gas,Privately rented,D8,D5,1588.738952845652
Multi-family,B,Natural gas,Privately rented,D9,D5,2496.624811666557
Single-family,B,Natural gas,Privately rented,D1,D5,120.60169217577022
Single-family,B,Natural gas,Privately rented,D10,D5,771.6217306828806
Single-family,B,Natural gas,Privately rented,D2,D5,110.39912002011502
Single-family,B,Natural gas,Privately rented,D3,D5,168.48702002356353
Single-family,B,Natural gas,Privately rented,D4,D5,209.0111681858791
Single-family,B,Natural gas,Privately rented,D5,D5,274.14571022888776
Single-family,B,Natural gas,Privately rented,D6,D5,262.68091648831535
Single-family,B,Natural gas,Privately rented,D7,D5,291.54149094372076
Single-family,B,Natural gas,Privately rented,D8,D5,399.25707409580036
Single-family,B,Natural gas,Privately rented,D9,D5,515.596662155067
Multi-family,B,Natural gas,Privately rented,D1,D6,484.8522779463611
Multi-family,B,Natural gas,Privately rented,D10,D6,5323.94474463649
Multi-family,B,Natural gas,Privately rented,D2,D6,293.45746519795097
Multi-family,B,Natural gas,Privately rented,D3,D6,344.7609002411794
Multi-family,B,Natural gas,Privately rented,D4,D6,477.23443906279977
Multi-family,B,Natural gas,Privately rented,D5,D6,701.9438136595412
Multi-family,B,Natural gas,Privately rented,D6,D6,885.734728162905
Multi-family,B,Natural gas,Privately rented,D7,D6,1130.0401744509202
Multi-family,B,Natural gas,Privately rented,D8,D6,1620.9507685839142
Multi-family,B,Natural gas,Privately rented,D9,D6,2709.4852680579384
Single-family,B,Natural gas,Privately rented,D1,D6,105.17839860880902
Single-family,B,Natural gas,Privately rented,D10,D6,853.4973030779166
Single-family,B,Natural gas,Privately rented,D2,D6,116.90117904186882
Single-family,B,Natural gas,Privately rented,D3,D6,152.6607583384259
Single-family,B,Natural gas,Privately rented,D4,D6,214.1529313159117
Single-family,B,Natural gas,Privately rented,D5,D6,227.7143174326209
Single-family,B,Natural gas,Privately rented,D6,D6,265.89611987655576
Single-family,B,Natural gas,Privately rented,D7,D6,332.731649548494
Single-family,B,Natural gas,Privately rented,D8,D6,419.97756354792574
Single-family,B,Natural gas,Privately rented,D9,D6,586.6091872114715
Multi-family,B,Natural gas,Privately rented,D1,D7,356.38095415014743
Multi-family,B,Natural gas,Privately rented,D10,D7,5974.97868763114
Multi-family,B,Natural gas,Privately rented,D2,D7,252.15002339932073
Multi-family,B,Natural gas,Privately rented,D3,D7,341.28446046573043
Multi-family,B,Natural gas,Privately rented,D4,D7,431.9206487777011
Multi-family,B,Natural gas,Privately rented,D5,D7,658.1459934168055
Multi-family,B,Natural gas,Privately rented,D6,D7,894.6085320068573
Multi-family,B,Natural gas,Privately rented,D7,D7,1270.0930851489327
Multi-family,B,Natural gas,Privately rented,D8,D7,1642.7025430451968
Multi-family,B,Natural gas,Privately rented,D9,D7,2900.76702195817
Single-family,B,Natural gas,Privately rented,D1,D7,113.71186984361675
Single-family,B,Natural gas,Privately rented,D10,D7,964.822896392918
Single-family,B,Natural gas,Privately rented,D2,D7,98.98100094049232
Single-family,B,Natural gas,Privately rented,D3,D7,125.39826674403986
Single-family,B,Natural gas,Privately rented,D4,D7,168.15292837686593
Single-family,B,Natural gas,Privately rented,D5,D7,241.1684565003404
Single-family,B,Natural gas,Privately rented,D6,D7,293.3261050874662
Single-family,B,Natural gas,Privately rented,D7,D7,346.7678052487926
Single-family,B,Natural gas,Privately rented,D8,D7,419.21833332043656
Single-family,B,Natural gas,Privately rented,D9,D7,593.0179855450308
Multi-family,B,Natural gas,Privately rented,D1,D8,482.03371044458555
